,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
1101,229.0,18.0,12.0,9.0,455.0,2868.22,0.02,40.8,70.3,117023.39,0.96,6501.3,111,32,84,0,24.0,55.0,268.0,187.0,35.0,1
1102,106.0,8.0,1.0,8.0,252.0,1494.55,0.04,27.64,54.07,41310.78,0.5,2295.04,48,19,37,0,22.0,39.0,154.0,98.0,15.0,1
1103,18.0,1.0,1.0,1.0,17.0,66.42,0.3,3.33,19.93,221.39,0.02,12.3,14,0,2,0,6.0,9.0,7.0,10.0,1.0,1
1104,171.0,18.0,1.0,14.0,579.0,3720.81,0.03,34.46,107.99,128201.25,1.24,7122.29,111,35,23,0,19.0,67.0,336.0,243.0,35.0,1
1105,18.0,1.0,1.0,1.0,18.0,72.0,0.3,3.3,21.82,237.6,0.02,13.2,14,0,2,0,6.0,10.0,7.0,11.0,1.0,1
1106,10.0,1.0,1.0,1.0,9.0,25.27,0.38,2.67,9.47,67.38,0.01,3.74,4,1,3,0,4.0,3.0,5.0,4.0,1.0,1
1107,258.0,41.0,1.0,2.0,386.0,2735.76,0.03,36.89,74.16,100924.41,0.91,5606.91,213,0,43,0,49.0,87.0,255.0,131.0,42.0,1
1108,17.0,2.0,1.0,2.0,36.0,152.93,0.13,7.78,19.66,1189.42,0.05,66.08,12,0,3,0,10.0,9.0,22.0,14.0,3.0,1
1109,59.0,1.0,1.0,1.0,265.0,1471.97,0.04,24.77,59.42,36466.77,0.49,2025.93,37,5,14,0,16.0,31.0,169.0,96.0,1.0,1
1110,344.0,16.0,4.0,15.0,1220.0,8830.85,0.02,65.68,134.46,579968.21,2.94,32220.46,242,36,59,5,34.0,117.0,768.0,452.0,25.0,1
1111,18.0,1.0,1.0,1.0,16.0,64.0,0.33,3.0,21.33,192.0,0.02,10.67,14,0,2,0,6.0,10.0,6.0,10.0,1.0,1
1112,173.0,19.0,1.0,12.0,432.0,2665.41,0.03,30.67,86.92,81739.17,0.89,4541.06,103,44,24,0,18.0,54.0,248.0,184.0,37.0,1
1113,70.0,6.0,1.0,5.0,135.0,713.53,0.05,20.14,35.42,14372.52,0.24,798.47,28,7,32,1,18.0,21.0,88.0,47.0,11.0,1
1114,89.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,1
1115,17.0,5.0,3.0,3.0,48.0,230.75,0.05,18.9,12.21,4361.23,0.08,242.29,12,0,3,0,18.0,10.0,27.0,21.0,9.0,1
1116,191.0,32.0,12.0,20.0,547.0,3601.97,0.02,43.46,82.89,156531.52,1.2,8696.2,169,3,17,0,26.0,70.0,315.0,234.0,63.0,1
1117,101.0,8.0,1.0,8.0,334.0,2111.52,0.04,26.87,78.57,56742.73,0.7,3152.37,83,0,16,0,21.0,59.0,183.0,151.0,15.0,1
1118,12.0,2.0,1.0,2.0,49.0,230.32,0.15,6.56,35.1,1511.49,0.08,83.97,7,0,3,0,10.0,16.0,28.0,21.0,3.0,1
1119,74.0,6.0,1.0,5.0,281.0,1659.84,0.04,26.88,61.74,44622.57,0.55,2479.03,48,8,15,1,17.0,43.0,145.0,136.0,11.0,1
1120,109.0,9.0,3.0,7.0,366.0,2286.74,0.03,36.89,61.99,84350.56,0.76,4686.14,74,8,24,1,23.0,53.0,196.0,170.0,17.0,1
1121,163.0,33.0,15.0,15.0,433.0,2782.57,0.02,40.27,69.1,112057.5,0.93,6225.42,143,6,12,0,27.0,59.0,257.0,176.0,64.0,1
1122,17.0,3.0,1.0,3.0,37.0,157.17,0.15,6.75,23.28,1060.92,0.05,58.94,13,0,2,0,9.0,10.0,22.0,15.0,5.0,1
1123,60.0,9.0,3.0,4.0,187.0,1085.98,0.03,30.24,35.91,32842.0,0.36,1824.56,37,7,11,3,25.0,31.0,112.0,75.0,17.0,1
1124,172.0,35.0,23.0,20.0,393.0,2587.89,0.04,27.99,92.45,72442.7,0.86,4024.59,130,21,17,2,25.0,71.0,234.0,159.0,69.0,1
1125,19.0,2.0,1.0,2.0,28.0,112.0,0.15,6.5,17.23,728.0,0.04,40.44,8,5,4,0,8.0,8.0,15.0,13.0,3.0,1
1126,59.0,7.0,3.0,4.0,211.0,1144.94,0.04,27.13,42.19,31067.56,0.38,1725.98,47,0,9,0,17.0,26.0,128.0,83.0,13.0,1
1127,85.0,11.0,10.0,8.0,332.0,1910.62,0.03,39.12,48.84,74739.06,0.64,4152.17,78,0,5,0,20.0,34.0,199.0,133.0,21.0,1
1128,29.0,5.0,5.0,3.0,101.0,522.15,0.05,20.0,26.11,10443.25,0.17,580.18,24,1,2,0,18.0,18.0,61.0,40.0,9.0,1
1129,43.0,3.0,1.0,3.0,172.0,882.24,0.06,17.74,49.73,15650.11,0.29,869.45,32,0,9,0,12.0,23.0,104.0,68.0,5.0,1
1130,75.0,10.0,5.0,4.0,226.0,1340.35,0.03,29.33,45.69,39316.83,0.45,2184.27,67,0,8,0,22.0,39.0,122.0,104.0,19.0,1
1131,68.0,11.0,9.0,7.0,289.0,1678.33,0.03,34.2,49.07,57398.73,0.56,3188.82,59,0,7,0,21.0,35.0,175.0,114.0,21.0,1
1132,98.0,18.0,15.0,10.0,491.0,3269.18,0.03,38.65,84.58,126364.78,1.09,7020.27,75,8,15,0,26.0,75.0,268.0,223.0,35.0,1
1133,113.0,17.0,13.0,13.0,451.0,2826.32,0.02,43.75,64.59,123651.53,0.94,6869.53,98,1,12,0,25.0,52.0,269.0,182.0,33.0,1
1134,74.0,12.0,9.0,6.0,269.0,1631.78,0.03,30.06,54.28,49050.47,0.54,2725.03,64,0,8,0,25.0,42.0,169.0,101.0,23.0,1
1135,50.0,7.0,3.0,4.0,174.0,913.14,0.04,27.93,32.7,25502.68,0.3,1416.82,39,0,9,0,17.0,21.0,105.0,69.0,13.0,1
1136,14.0,3.0,1.0,1.0,28.0,103.61,0.13,8.0,12.95,828.9,0.03,46.05,11,0,1,0,8.0,5.0,18.0,10.0,5.0,1
1137,10.0,1.0,1.0,1.0,14.0,44.38,0.27,3.75,11.83,166.42,0.01,9.25,5,0,3,0,5.0,4.0,8.0,6.0,1.0,1
1138,22.0,4.0,4.0,1.0,37.0,165.0,0.07,14.67,11.25,2419.98,0.05,134.44,15,0,4,1,16.0,6.0,26.0,11.0,7.0,1
1139,22.0,2.0,1.0,2.0,73.0,343.13,0.13,7.94,43.21,2724.87,0.11,151.38,17,1,2,0,9.0,17.0,43.0,30.0,3.0,1
1140,50.0,7.0,1.0,4.0,184.0,902.87,0.02,40.57,22.25,36630.64,0.3,2035.04,41,0,3,4,16.0,14.0,113.0,71.0,13.0,1
1141,16.0,2.0,1.0,2.0,41.0,182.84,0.11,9.39,19.47,1716.63,0.06,95.37,10,1,3,0,13.0,9.0,28.0,13.0,3.0,1
1142,17.0,1.0,1.0,1.0,85.0,404.17,0.07,13.93,29.02,5629.45,0.13,312.75,13,0,2,0,13.0,14.0,55.0,30.0,1.0,1
1143,25.0,2.0,1.0,2.0,120.0,605.33,0.05,21.65,27.96,13103.56,0.2,727.98,20,0,3,0,16.0,17.0,74.0,46.0,3.0,1
1144,39.0,10.0,1.0,1.0,157.0,785.0,0.03,34.85,22.52,27359.56,0.26,1519.98,28,0,9,0,15.0,17.0,78.0,79.0,19.0,1
1145,231.0,20.0,7.0,5.0,676.0,4197.59,0.01,89.32,47.0,374921.15,1.4,20828.95,121,56,44,3,30.0,44.0,414.0,262.0,37.0,1
1146,61.0,8.0,4.0,7.0,146.0,801.81,0.05,19.33,41.47,15501.67,0.27,861.2,46,5,8,0,18.0,27.0,88.0,58.0,15.0,1
1147,52.0,4.0,3.0,3.0,64.0,317.07,0.08,13.13,24.16,4161.52,0.11,231.2,20,19,9,2,15.0,16.0,36.0,28.0,7.0,1
1148,118.0,23.0,1.0,16.0,314.0,1869.62,0.02,49.41,37.84,92381.11,0.62,5132.28,93,0,23,0,28.0,34.0,194.0,120.0,38.0,1
1149,35.0,5.0,1.0,5.0,166.0,900.76,0.04,27.83,32.36,25064.62,0.3,1392.48,28,0,5,0,20.0,23.0,102.0,64.0,7.0,1
1150,14.0,3.0,1.0,1.0,28.0,114.45,0.12,8.57,13.35,980.99,0.04,54.5,10,0,2,0,10.0,7.0,16.0,12.0,5.0,1
1151,107.0,6.0,1.0,6.0,384.0,2498.99,0.04,24.9,100.36,62224.93,0.83,3456.94,74,13,18,0,21.0,70.0,218.0,166.0,9.0,1
1152,115.0,8.0,1.0,8.0,405.0,2622.67,0.03,30.14,87.0,79057.67,0.87,4392.09,79,13,21,0,23.0,66.0,232.0,173.0,13.0,1
1153,107.0,7.0,1.0,7.0,409.0,2661.69,0.04,26.1,101.98,69470.06,0.89,3859.45,77,11,17,0,21.0,70.0,235.0,174.0,11.0,1
1154,62.0,1.0,1.0,1.0,155.0,900.14,0.09,11.03,81.57,9932.94,0.3,551.83,35,13,12,0,13.0,43.0,82.0,73.0,1.0,1
1155,62.0,1.0,1.0,1.0,155.0,904.1,0.09,10.78,83.84,9749.87,0.3,541.66,36,13,11,0,13.0,44.0,82.0,73.0,1.0,1
1156,360.0,73.0,1.0,45.0,1643.0,10819.09,0.01,96.45,112.18,1043473.09,3.61,57970.73,348,2,8,0,20.0,76.0,910.0,733.0,145.0,1
1157,78.0,2.0,1.0,2.0,237.0,1442.73,0.07,15.14,95.28,21845.09,0.48,1213.62,49,13,14,0,15.0,53.0,130.0,107.0,3.0,1
1158,74.0,2.0,1.0,2.0,229.0,1394.03,0.06,16.14,86.3,22518.93,0.46,1251.05,45,13,14,0,16.0,52.0,124.0,105.0,3.0,1
1159,229.0,10.0,1.0,10.0,811.0,5445.25,0.02,50.07,108.74,272666.01,1.82,15148.11,177,13,37,0,24.0,81.0,473.0,338.0,17.0,1
1160,56.0,3.0,1.0,2.0,381.0,2202.7,0.03,35.36,62.29,77889.85,0.73,4327.21,39,8,7,0,19.0,36.0,247.0,134.0,5.0,1
1161,4.0,1.0,1.0,1.0,8.0,22.46,0.5,2.0,11.23,44.92,0.01,2.5,2,0,0,0,4.0,3.0,5.0,3.0,1.0,1
1162,45.0,6.0,1.0,5.0,139.0,784.5,0.05,19.64,39.94,15409.74,0.26,856.1,34,1,8,0,22.0,28.0,89.0,50.0,8.0,1
1163,45.0,9.0,4.0,9.0,150.0,871.1,0.05,20.71,42.07,18036.96,0.29,1002.05,38,0,2,3,22.0,34.0,86.0,64.0,15.0,1
1164,44.0,4.0,3.0,3.0,115.0,620.12,0.06,16.12,38.46,9999.38,0.21,555.52,28,3,11,0,18.0,24.0,72.0,43.0,7.0,1
1165,34.0,6.0,1.0,3.0,123.0,650.1,0.06,15.94,40.79,10361.04,0.22,575.61,24,3,5,0,15.0,24.0,72.0,51.0,11.0,1
1166,35.0,4.0,1.0,4.0,93.0,477.02,0.09,11.48,41.56,5475.4,0.16,304.19,23,5,5,0,12.0,23.0,49.0,44.0,7.0,1
1167,22.0,3.0,3.0,2.0,64.0,325.6,0.07,13.5,24.12,4395.57,0.11,244.2,14,4,2,0,18.0,16.0,40.0,24.0,5.0,1
1168,27.0,5.0,3.0,4.0,78.0,382.74,0.08,11.85,32.29,4536.56,0.13,252.03,23,0,2,0,13.0,17.0,47.0,31.0,9.0,1
1169,23.0,4.0,4.0,4.0,61.0,275.94,0.1,9.63,28.67,2655.9,0.09,147.55,16,0,5,0,11.0,12.0,40.0,21.0,7.0,1
1170,5.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,1,0,3.0,2.0,3.0,2.0,1.0,1
1171,22.0,5.0,3.0,3.0,48.0,228.23,0.1,10.23,22.31,2335.02,0.08,129.72,16,0,4,0,14.0,13.0,29.0,19.0,9.0,1
1172,17.0,4.0,3.0,4.0,27.0,105.49,0.3,3.33,31.65,351.62,0.04,19.53,15,0,0,0,6.0,9.0,17.0,10.0,7.0,1
1173,18.0,2.0,1.0,2.0,56.0,277.43,0.07,13.85,20.04,3841.41,0.09,213.41,12,0,4,0,18.0,13.0,36.0,20.0,3.0,1
1174,31.0,7.0,3.0,4.0,87.0,453.22,0.06,17.42,26.02,7893.62,0.15,438.53,21,3,5,0,19.0,18.0,54.0,33.0,13.0,1
1175,219.0,40.0,9.0,19.0,545.0,3474.4,0.02,44.61,77.88,155000.02,1.16,8611.11,144,46,26,1,25.0,58.0,338.0,207.0,79.0,1
1176,47.0,9.0,5.0,4.0,130.0,718.06,0.04,23.38,30.72,16784.72,0.24,932.48,30,4,11,0,22.0,24.0,79.0,51.0,17.0,1
1177,27.0,8.0,7.0,3.0,72.0,349.77,0.05,18.42,18.99,6441.68,0.12,357.87,19,0,6,0,17.0,12.0,46.0,26.0,15.0,1
1178,37.0,6.0,1.0,5.0,90.0,461.64,0.06,17.26,26.74,7969.29,0.15,442.74,28,0,6,0,16.0,19.0,49.0,41.0,11.0,1
1179,256.0,43.0,12.0,26.0,575.0,3876.34,0.03,35.31,109.78,136868.43,1.29,7603.8,159,60,34,1,26.0,81.0,355.0,220.0,85.0,1
1180,171.0,1.0,1.0,1.0,407.0,2635.62,0.07,15.27,172.57,40253.16,0.88,2236.29,41,9,11,108,12.0,77.0,211.0,196.0,1.0,1
1181,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,1
1182,38.0,6.0,1.0,4.0,62.0,272.32,0.08,12.1,22.51,3295.12,0.09,183.06,27,0,9,0,11.0,10.0,40.0,22.0,10.0,1
1183,105.0,123.0,122.0,82.0,943.0,6075.7,0.03,38.08,159.53,231389.88,2.02,12854.99,97,1,5,0,16.0,71.0,605.0,338.0,245.0,1
1184,15.0,2.0,1.0,2.0,62.0,267.96,0.07,15.0,17.86,4019.39,0.09,223.3,12,0,1,0,12.0,8.0,42.0,20.0,3.0,1
1185,25.0,6.0,3.0,2.0,65.0,325.0,0.07,14.73,22.06,4788.33,0.11,266.02,22,0,1,0,17.0,15.0,39.0,26.0,11.0,1
1186,70.0,18.0,17.0,7.0,251.0,1423.78,0.04,27.27,52.21,38830.33,0.47,2157.24,39,21,10,0,18.0,33.0,151.0,100.0,35.0,1
1187,46.0,3.0,1.0,2.0,66.0,330.0,0.13,7.6,43.45,2506.43,0.11,139.25,30,11,5,0,11.0,21.0,37.0,29.0,5.0,1
1188,17.0,1.0,1.0,1.0,38.0,176.47,0.22,4.47,39.47,788.91,0.06,43.83,12,1,3,1,8.0,17.0,19.0,19.0,1.0,1
1189,154.0,39.0,26.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,75.0,1
1190,14.0,3.0,1.0,3.0,32.0,133.44,0.13,8.0,16.68,1067.5,0.04,59.31,10,0,2,0,9.0,9.0,16.0,16.0,5.0,1
1191,48.0,7.0,3.0,5.0,106.0,539.27,0.06,16.0,33.7,8628.34,0.18,479.35,35,6,5,0,16.0,18.0,70.0,36.0,13.0,1
1192,16.0,2.0,1.0,2.0,38.0,152.0,0.08,12.5,12.16,1900.0,0.05,105.56,5,1,3,5,10.0,6.0,23.0,15.0,3.0,1
1193,97.0,24.0,18.0,14.0,254.0,1447.91,0.03,29.36,49.31,42515.95,0.48,2362.0,74,16,5,0,19.0,33.0,152.0,102.0,47.0,1
1194,27.0,4.0,1.0,3.0,42.0,195.04,0.15,6.68,29.2,1302.6,0.07,72.37,16,5,4,0,11.0,14.0,25.0,17.0,7.0,1
1195,10.0,1.0,1.0,1.0,38.0,148.46,0.12,8.57,17.32,1272.53,0.05,70.7,6,0,2,0,8.0,7.0,23.0,15.0,1.0,1
1196,32.0,3.0,1.0,3.0,73.0,371.38,0.17,5.76,64.48,2139.18,0.12,118.84,20,5,5,0,9.0,25.0,41.0,32.0,5.0,1
1197,24.0,3.0,1.0,3.0,78.0,374.97,0.08,12.0,31.25,4499.68,0.12,249.98,18,0,4,0,12.0,16.0,46.0,32.0,5.0,1
1198,14.0,1.0,1.0,1.0,39.0,162.63,0.09,11.0,14.78,1788.9,0.05,99.38,9,0,3,0,11.0,7.0,25.0,14.0,1.0,1
1199,93.0,16.0,4.0,14.0,329.0,1935.39,0.03,37.5,51.61,72577.11,0.65,4032.06,72,5,11,3,25.0,34.0,227.0,102.0,31.0,1
1200,82.0,14.0,4.0,12.0,243.0,1371.46,0.03,31.94,42.93,43810.43,0.46,2433.91,60,11,8,1,23.0,27.0,168.0,75.0,27.0,1
1201,5.0,1.0,1.0,1.0,8.0,24.0,0.4,2.5,9.6,60.0,0.01,3.33,2,0,1,0,5.0,3.0,5.0,3.0,1.0,1
1202,12.0,3.0,3.0,1.0,25.0,104.25,0.13,8.0,13.03,833.99,0.03,46.33,7,0,2,0,12.0,6.0,17.0,8.0,5.0,1
1203,324.0,133.0,133.0,128.0,1612.0,10132.07,0.01,102.66,98.69,1040194.98,3.38,57788.61,286,12,14,8,23.0,55.0,1121.0,491.0,265.0,1
1204,25.0,2.0,1.0,2.0,73.0,339.0,0.12,8.44,40.18,2860.33,0.11,158.91,17,4,2,0,9.0,16.0,43.0,30.0,3.0,1
1205,110.0,22.0,14.0,12.0,396.0,2458.94,0.02,47.37,51.91,116471.96,0.82,6470.66,87,8,11,2,29.0,45.0,249.0,147.0,43.0,1
1206,70.0,12.0,1.0,4.0,223.0,1238.67,0.04,27.48,45.07,34042.87,0.41,1891.27,58,2,8,0,17.0,30.0,126.0,97.0,23.0,1
1207,4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4.0,2.0,4.0,2.0,1.0,1
1208,59.0,9.0,5.0,7.0,163.0,919.95,0.05,18.29,50.3,16823.91,0.31,934.66,43,7,7,0,17.0,33.0,92.0,71.0,17.0,1
1209,35.0,5.0,1.0,4.0,70.0,343.48,0.08,12.69,27.07,4357.93,0.11,242.11,25,3,5,0,14.0,16.0,41.0,29.0,9.0,1
1210,47.0,6.0,1.0,6.0,86.0,421.99,0.07,14.0,30.14,5907.9,0.14,328.22,31,10,6,0,12.0,18.0,44.0,42.0,11.0,1
1211,10.0,5.0,4.0,2.0,24.0,96.0,0.13,7.5,12.8,720.0,0.03,40.0,7,0,1,0,10.0,6.0,15.0,9.0,9.0,1
1212,157.0,19.0,1.0,15.0,544.0,3486.71,0.02,45.44,76.73,158448.41,1.16,8802.69,110,25,20,0,23.0,62.0,299.0,245.0,37.0,1
1213,206.0,29.0,11.0,20.0,712.0,4790.28,0.02,51.68,92.7,247537.69,1.6,13752.09,157,25,22,0,26.0,80.0,394.0,318.0,57.0,1
1214,21.0,1.0,1.0,1.0,40.0,172.88,0.32,3.17,54.59,547.44,0.06,30.41,11,1,7,0,5.0,15.0,21.0,19.0,1.0,1
1215,187.0,12.0,7.0,10.0,663.0,4830.22,0.04,28.55,169.21,137880.87,1.61,7660.05,130,31,15,11,24.0,132.0,349.0,314.0,23.0,1
1216,33.0,6.0,6.0,6.0,139.0,724.11,0.04,28.42,25.48,20580.08,0.24,1143.34,25,0,6,0,18.0,19.0,79.0,60.0,11.0,1
1217,26.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,1
1218,6.0,1.0,1.0,1.0,13.0,36.5,0.44,2.25,16.21,82.12,0.01,4.56,4,0,0,0,3.0,4.0,7.0,6.0,1.0,1
1219,18.0,3.0,1.0,3.0,43.0,197.15,0.2,5.0,39.43,985.77,0.07,54.76,10,2,4,0,8.0,16.0,23.0,20.0,5.0,1
1220,199.0,28.0,5.0,19.0,797.0,5080.91,0.02,64.2,79.15,326177.53,1.69,18120.97,186,2,9,0,22.0,61.0,441.0,356.0,55.0,1
1221,29.0,5.0,3.0,3.0,103.0,472.25,0.05,20.5,23.04,9681.15,0.16,537.84,22,0,5,0,12.0,12.0,62.0,41.0,9.0,1
1222,100.0,14.0,5.0,10.0,269.0,1665.06,0.03,32.91,50.59,54805.37,0.56,3044.74,90,2,6,0,26.0,47.0,152.0,119.0,27.0,1
1223,25.0,6.0,3.0,5.0,92.0,479.27,0.07,13.74,34.89,6583.65,0.16,365.76,18,1,2,2,18.0,19.0,63.0,29.0,11.0,1
1224,88.0,22.0,15.0,12.0,274.0,1569.45,0.03,38.72,40.53,60767.15,0.52,3375.95,61,14,10,0,21.0,32.0,156.0,118.0,43.0,1
1225,28.0,9.0,1.0,8.0,100.0,549.19,0.06,17.06,32.18,9370.47,0.18,520.58,24,1,1,0,21.0,24.0,61.0,39.0,17.0,1
1226,12.0,5.0,4.0,2.0,28.0,118.94,0.15,6.67,17.84,792.95,0.04,44.05,9,0,1,0,10.0,9.0,16.0,12.0,9.0,1
1227,165.0,16.0,7.0,9.0,704.0,4667.07,0.02,52.32,89.2,244180.95,1.56,13565.61,135,2,26,0,24.0,75.0,377.0,327.0,31.0,1
1228,83.0,13.0,1.0,10.0,212.0,1150.37,0.04,24.89,46.22,28631.38,0.38,1590.63,61,1,17,0,16.0,27.0,128.0,84.0,25.0,1
1229,14.0,3.0,3.0,2.0,54.0,264.97,0.09,11.5,23.04,3047.18,0.09,169.29,10,0,2,0,15.0,15.0,31.0,23.0,5.0,1
1230,9.0,3.0,1.0,2.0,25.0,97.67,0.14,7.0,13.95,683.71,0.03,37.98,7,0,0,0,10.0,5.0,18.0,7.0,5.0,1
1231,50.0,16.0,16.0,1.0,149.0,716.3,0.03,30.5,23.49,21847.02,0.24,1213.72,38,5,5,0,14.0,14.0,88.0,61.0,31.0,1
1232,11.0,5.0,1.0,1.0,46.0,164.91,0.06,16.0,10.31,2638.53,0.05,146.59,9,0,0,0,8.0,4.0,30.0,16.0,9.0,1
1233,62.0,7.0,7.0,7.0,244.0,1377.1,0.04,25.24,54.56,34761.37,0.46,1931.19,51,0,9,0,17.0,33.0,146.0,98.0,13.0,1
1234,32.0,6.0,6.0,3.0,93.0,484.48,0.05,18.95,25.57,9179.61,0.16,509.98,24,0,6,0,18.0,19.0,53.0,40.0,11.0,1
1235,48.0,9.0,5.0,5.0,118.0,665.98,0.07,15.02,44.35,10000.37,0.22,555.58,35,3,8,0,19.0,31.0,69.0,49.0,17.0,1
1236,47.0,4.0,1.0,4.0,85.0,428.77,0.12,8.48,50.57,3635.25,0.14,201.96,31,4,9,1,10.0,23.0,46.0,39.0,7.0,1
1237,39.0,10.0,1.0,2.0,167.0,842.41,0.02,43.43,19.4,36584.83,0.28,2032.49,28,6,3,0,19.0,14.0,103.0,64.0,19.0,1
1238,46.0,12.0,5.0,3.0,131.0,687.48,0.04,26.5,25.94,18218.18,0.23,1012.12,30,7,7,0,19.0,19.0,78.0,53.0,23.0,1
1239,45.0,2.0,1.0,1.0,137.0,756.73,0.07,13.55,55.85,10252.44,0.25,569.58,30,0,11,0,14.0,31.0,73.0,54.0,3.0,1
1240,47.0,2.0,1.0,1.0,138.0,757.88,0.07,14.0,54.13,10610.26,0.25,589.46,32,0,11,0,14.0,30.0,74.0,54.0,3.0,1
1241,69.0,8.0,7.0,6.0,185.0,1088.29,0.04,22.68,47.98,24683.0,0.36,1371.28,51,3,13,0,23.0,36.0,114.0,71.0,15.0,1
1242,37.0,4.0,3.0,3.0,104.0,529.1,0.06,18.16,29.14,9607.27,0.18,533.74,30,0,5,0,15.0,19.0,58.0,46.0,7.0,1
1243,45.0,4.0,3.0,3.0,153.0,835.29,0.04,25.46,32.81,21266.56,0.28,1181.48,37,0,6,0,19.0,25.0,86.0,67.0,7.0,1
1244,39.0,5.0,1.0,2.0,108.0,540.0,0.06,15.94,33.87,8610.0,0.18,478.33,31,0,6,0,14.0,18.0,67.0,41.0,9.0,1
1245,50.0,8.0,6.0,8.0,146.0,801.81,0.04,22.65,35.39,18164.09,0.27,1009.12,38,3,7,0,19.0,26.0,84.0,62.0,15.0,1
1246,41.0,2.0,1.0,2.0,174.0,944.17,0.08,12.58,75.08,11873.65,0.31,659.65,34,0,5,0,10.0,33.0,91.0,83.0,3.0,1
1247,8.0,1.0,1.0,1.0,16.0,55.35,0.44,2.29,24.22,126.52,0.02,7.03,4,0,2,0,4.0,7.0,8.0,8.0,1.0,1
1248,8.0,1.0,1.0,1.0,16.0,55.35,0.44,2.29,24.22,126.52,0.02,7.03,4,0,2,0,4.0,7.0,8.0,8.0,1.0,1
1249,8.0,1.0,1.0,1.0,16.0,55.35,0.44,2.29,24.22,126.52,0.02,7.03,4,0,2,0,4.0,7.0,8.0,8.0,1.0,1
1250,19.0,4.0,3.0,3.0,48.0,220.08,0.08,11.82,18.62,2600.92,0.07,144.5,14,0,3,0,13.0,11.0,28.0,20.0,7.0,1
1251,31.0,6.0,4.0,3.0,118.0,648.04,0.07,14.34,45.18,9296.0,0.22,516.44,24,0,4,0,16.0,29.0,66.0,52.0,11.0,1
1252,57.0,5.0,1.0,5.0,137.0,702.71,0.09,11.2,62.74,7870.37,0.23,437.24,29,24,1,1,10.0,25.0,81.0,56.0,9.0,1
1253,56.0,6.0,1.0,6.0,178.0,1063.96,0.08,12.66,84.07,13465.69,0.35,748.09,49,0,7,0,15.0,48.0,97.0,81.0,11.0,1
1254,18.0,3.0,1.0,3.0,46.0,205.13,0.11,9.0,22.79,1846.2,0.07,102.57,15,0,1,0,11.0,11.0,28.0,18.0,5.0,1
1255,6.0,2.0,1.0,1.0,18.0,68.53,0.29,3.5,19.58,239.86,0.02,13.33,3,0,1,0,7.0,7.0,11.0,7.0,3.0,1
1256,29.0,4.0,1.0,4.0,105.0,542.84,0.07,15.0,36.19,8142.63,0.18,452.37,25,0,2,0,15.0,21.0,63.0,42.0,7.0,1
1257,9.0,1.0,1.0,1.0,27.0,102.8,0.28,3.61,28.47,371.22,0.03,20.62,7,0,0,0,5.0,9.0,14.0,13.0,1.0,1
1258,27.0,6.0,4.0,6.0,64.0,314.04,0.07,14.29,21.98,4486.3,0.1,249.24,21,0,4,0,16.0,14.0,39.0,25.0,11.0,1
1259,41.0,7.0,4.0,4.0,174.0,1019.29,0.06,15.62,65.26,15920.32,0.34,884.46,35,0,4,0,16.0,42.0,92.0,82.0,13.0,1
1260,42.0,3.0,1.0,2.0,54.0,247.59,0.08,12.6,19.65,3119.61,0.08,173.31,22,11,3,4,14.0,10.0,36.0,18.0,5.0,1
1261,23.0,2.0,1.0,1.0,38.0,171.9,0.09,10.89,15.79,1871.75,0.06,103.99,13,1,4,2,14.0,9.0,24.0,14.0,3.0,1
1262,23.0,2.0,1.0,1.0,38.0,171.9,0.09,10.89,15.79,1871.75,0.06,103.99,13,1,4,2,14.0,9.0,24.0,14.0,3.0,1
1263,14.0,1.0,1.0,1.0,34.0,144.43,0.14,7.22,20.0,1043.09,0.05,57.95,7,0,3,0,10.0,9.0,21.0,13.0,1.0,1
1264,31.0,5.0,1.0,5.0,67.0,340.86,0.08,12.94,26.35,4409.88,0.11,244.99,23,0,6,0,18.0,16.0,44.0,23.0,7.0,1
1265,45.0,6.0,4.0,6.0,80.0,416.76,0.07,14.78,28.2,6158.73,0.14,342.15,29,6,8,0,19.0,18.0,52.0,28.0,9.0,1
1266,26.0,6.0,4.0,4.0,88.0,443.91,0.07,13.75,32.28,6103.72,0.15,339.1,21,0,3,0,15.0,18.0,55.0,33.0,11.0,1
1267,95.0,12.0,9.0,4.0,244.0,1435.36,0.04,28.43,50.49,40808.22,0.48,2267.12,50,33,10,0,23.0,36.0,155.0,89.0,23.0,1
1268,19.0,3.0,1.0,2.0,54.0,247.59,0.1,10.0,24.76,2475.88,0.08,137.55,12,0,5,0,12.0,12.0,34.0,20.0,5.0,1
